ERROR: system: AutoSpawner is already defined in that package
INFO: MineTweaker: Building registry
INFO: MineTweaker: Sucessfully built item registry
INFO: Adding command minetweaker
INFO: Adding minetweaker command mfr
<AdvancedMachines:blockAdvMachine>, §6Роторный дробитель
<Thaumcraft:blockStoneDevice>, Алхимическая печь
<Thaumcraft:blockTable>, Стол
<Thaumcraft:blockTaint>, Заражённый камень
<Thaumcraft:blockTaintFibres>, Заражённое волокно
<Thaumcraft:blockTube>, Труба для эссенции
<Thaumcraft:blockWarded>, tile.blockWarded.name
<Thaumcraft:blockWoodenDevice>, Магические меха
<ThaumicTinkerer:Levitational Locomotive>, Левитатор
<ThaumicTinkerer:Levitational Locomotive Relay>, Стрелка левитатора
<ThaumicTinkerer:animationTablet>, Динамическая дощечка
<ThaumicTinkerer:bedrockPortal>, Bedrock Portal
<ThaumicTinkerer:blockTalisman>, Кольцо черной дыры
<ThaumicTinkerer:bloodSword>, Проклятое лезвие духа
<ThaumicTinkerer:brightNitor>, Гиперэнергетический нитор
<ThaumicTinkerer:catAmulet>, Кошачий амулет
<ThaumicTinkerer:cleansingTalisman>, Талисман очищения
<ThaumicTinkerer:connector>, Трансвекторный соединитель
<ThaumicTinkerer:darkQuartz>, Блок закоптившегося кварца
<ThaumicTinkerer:darkQuartzItem>, Smokey Quartz
<ThaumicTinkerer:darkQuartzSlab>, Плита закоптившегося кварца
<ThaumicTinkerer:darkQuartzSlabFull>, Плита закоптившегося кварца
<ThaumicTinkerer:darkQuartzStairs>, Ступеньки закоптившегося кварца
<ThaumicTinkerer:dislocator>, Трансвекторный дислокатор
<ThaumicTinkerer:enchanter>, Осмотический стол зачарований
<ThaumicTinkerer:fireAir>, Пропитанный Aer огонь
<ThaumicTinkerer:fireChaos>, Пропитанный Perditio огонь
<ThaumicTinkerer:fireEarth>, Пропитанный Terra огонь
<ThaumicTinkerer:fireFire>, Пропитанный Ignis огонь
<ThaumicTinkerer:fireOrder>, Пропитанный Ordo огонь
<ThaumicTinkerer:fireWater>, Пропитанный Aqua огонь
<ThaumicTinkerer:focusDeflect>, Набалдашник: Искажение
<ThaumicTinkerer:focusDislocation>, Набалдашник: Перемещение
<ThaumicTinkerer:focusEnderChest>, Набалдашник: Вмешательство Края
<ThaumicTinkerer:focusFlight>, Набалдашник: Подъём
<ThaumicTinkerer:focusHeal>, Набалдашник: Лечение
<ThaumicTinkerer:focusRecall>, Набалдашник: Небесное вмешательство
<ThaumicTinkerer:focusShadowbeam>, Набалдашник: Теневой луч
<ThaumicTinkerer:focusSmelt>, Набалдашник: Пламя ифрита
<ThaumicTinkerer:focusTelekinesis>, Набалдашник: Телекинез
<ThaumicTinkerer:focusXPDrain>, Набалдашник: Высасывание опыта
<ThaumicTinkerer:forcefield>, Силовое поле
<ThaumicTinkerer:funnel>, Воронка для эссенции
<ThaumicTinkerer:gasRemover>, Рассеиватель газа
<ThaumicTinkerer:gaseousLight>, tile.gaseousLight.name
<ThaumicTinkerer:gaseousLightItem>, Gaseous Illuminae
<ThaumicTinkerer:gaseousShadow>, tile.gaseousShadow.name
<ThaumicTinkerer:gaseousShadowItem>, Gaseous Tenebrae
<ThaumicTinkerer:ichorAxe>, Ихориевый топор
<ThaumicTinkerer:ichorAxeGem>, Пробуждённый ихориевый топор
<ThaumicTinkerer:ichorPick>, Ихориевая кирка
<ThaumicTinkerer:ichorPickGem>, Пробуждённая ихориевая кирка
<ThaumicTinkerer:ichorPouch>, Бездонная сумка
<ThaumicTinkerer:ichorShovel>, Ихориевая лопата
<ThaumicTinkerer:ichorShovelGem>, Пробуждённая ихориевая лопата
<ThaumicTinkerer:ichorSword>, Ихориевый меч
<ThaumicTinkerer:ichorSwordGem>, Пробуждённый ихориевый меч
<ThaumicTinkerer:ichorclothBoots>, Ихоровые сапоги
<ThaumicTinkerer:ichorclothBootsGem>, Щитовые сапоги
<ThaumicTinkerer:ichorclothChest>, Ихоровая роба
<ThaumicTinkerer:ichorclothChestGem>, Роба стратосферы
<ThaumicTinkerer:ichorclothHelm>, Ихоровый капюшон
<ThaumicTinkerer:ichorclothHelmGem>, Капюшон адских глубин
<ThaumicTinkerer:ichorclothLegs>, Ихоровые шаровары
<ThaumicTinkerer:ichorclothLegsGem>, Пылающие шаровары
<ThaumicTinkerer:infusedFarmland>, tile.infusedFarmland.name
<ThaumicTinkerer:infusedGrain>, Пропитанные зёрна
<ThaumicTinkerer:infusedGrainBlock>, tile.infusedGrainBlock.name
<ThaumicTinkerer:infusedInkwell>, Наполняемые письменные принадлежности (NYI)
<ThaumicTinkerer:infusedPotion>, Зелье Aer
<ThaumicTinkerer:infusedSeeds>, Наполненные семена
<ThaumicTinkerer:interface>, Трансвектор
<ThaumicTinkerer:kamiResource>, Ихор
<ThaumicTinkerer:magnet>, Кинетический притяжатель
<ThaumicTinkerer:mobAspect>, Аспект души
<ThaumicTinkerer:nitorGas>, tile.nitorGas.name
<ThaumicTinkerer:placementMirror>, Терраформинговое стекло
<ThaumicTinkerer:platform>, Эфирная платформа
<ThaumicTinkerer:protoclay>, Протоглина
<ThaumicTinkerer:repairer>, Таум-восстановитель
<ThaumicTinkerer:revealingHelm>, Шлем открытия
<ThaumicTinkerer:shareBook>, Том записи исследований
<ThaumicTinkerer:skyPearl>, Небесная жемчужина
<ThaumicTinkerer:soulMould>, Матрица души
<ThaumicTinkerer:spawner>, Пьедестал некроманта
<ThaumicTinkerer:spellCloth>, Ткань поглощения заклинаний
<ThaumicTinkerer:warpGate>, Небесный портал
<ThaumicTinkerer:xpTalisman>, Талисман удержания
<ThermalDynamics:ThermalDynamics_0>, Свинцовая флаксовая труба
<ThermalDynamics:ThermalDynamics_16>, Основная жидкостная труба
<ThermalDynamics:ThermalDynamics_32>, Предметная труба
<ThermalDynamics:ThermalDynamics_48>, Структурная труба (Непрозрачная)
<ThermalDynamics:ThermalDynamics_64>, Виадук
<ThermalDynamics:cover>, Крышка ()
<ThermalDynamics:filter>, Фильтр
<ThermalDynamics:relay>, Красное реле
<ThermalDynamics:retriever>, Поисковик
<ThermalDynamics:servo>, Сервомеханизм
<ThermalExpansion:Cache>, Творческий тайник
<ThermalExpansion:Cell>, Творческая энергетическая ячейка
<ThermalExpansion:Device>, Верстак механика
<ThermalExpansion:Dynamo>, Паровой генератор
<ThermalExpansion:Frame>, Рамка механизма (Основная)
<ThermalExpansion:Glass>, Закалённое стекло
<ThermalExpansion:Light>, Светильник из светящегося камня
<ThermalExpansion:Machine>, Основная красная печь
<ThermalExpansion:Plate>, Рамка пластины
<ThermalExpansion:Rockwool>, Белая минеральная шерсть
<ThermalExpansion:Sponge>, Сухая творческая губка
<ThermalExpansion:Strongbox>, Творческий сейф
<ThermalExpansion:Tank>, Творческий переносной бак
<ThermalExpansion:Tesseract>, Тессеракт
<ThermalExpansion:Workbench>, Творческий верстак механика
<ThermalExpansion:augment>, Расширение: Интегрированный сервомеханизм
<ThermalExpansion:capacitor>, Творческий флаксовый конденсатор
<ThermalExpansion:chiller>, Флаксовый замораживатель
<ThermalExpansion:diagram>, Схема
<ThermalExpansion:florb>, Шарик (Пусто§r)
<ThermalExpansion:igniter>, Флаксовый воспламенитель
<ThermalExpansion:material>, Пневматический сервомотор
<ThermalExpansion:meter>, Мультиметр
<ThermalExpansion:pump>, Жидкостная помпа
<ThermalExpansion:satchel>, Творческая сумка
<ThermalExpansion:tool.battleWrenchInvar>, Боевой ключ
<ThermalExpansion:transfuser>, Флаксовый переливатель
<ThermalExpansion:wrench>, Серповидный молот
<ThermalFoundation:FluidAerotheum>, Невесомый аэротеум
<ThermalFoundation:FluidCoal>, Разжиженный уголь
<ThermalFoundation:FluidCryotheum>, Ледяной криотеум
<ThermalFoundation:FluidEnder>, Резонирующий эндериум
<ThermalFoundation:FluidGlowstone>, Заряженный светящийся камень
<ThermalFoundation:FluidMana>, Изначальная мана
<ThermalFoundation:FluidPetrotheum>, Тектонический петротеум
<ThermalFoundation:FluidPyrotheum>, Пылающий пиротеум
<ThermalFoundation:FluidRedstone>, Дестабилизированный красный камень
<ThermalFoundation:FluidSteam>, Пар
<ThermalFoundation:Ore>, Медная руда
<ThermalFoundation:Storage>, Медный блок
<ThermalFoundation:armor.bootsBronze>, Бронзовые ботинки
<ThermalFoundation:armor.bootsCopper>, Медные ботинки
<ThermalFoundation:armor.bootsElectrum>, Электрумовые ботинки
<ThermalFoundation:armor.bootsInvar>, Инваровые ботинки
<ThermalFoundation:armor.bootsLead>, Свинцовые ботинки
<ThermalFoundation:armor.bootsNickel>, Никелевые ботинки
<ThermalFoundation:armor.bootsPlatinum>, Блестящие ботинки
<ThermalFoundation:armor.bootsSilver>, Серебряные ботинки
<ThermalFoundation:armor.bootsTin>, Оловянные ботинки
<ThermalFoundation:armor.helmetBronze>, Бронзовый шлем
<ThermalFoundation:armor.helmetCopper>, Медный шлем
<ThermalFoundation:armor.helmetElectrum>, Электрумовый шлем
<ThermalFoundation:armor.helmetInvar>, Инваровый шлем
<ThermalFoundation:armor.helmetLead>, Свинцовый шлем
<ThermalFoundation:armor.helmetNickel>, Никелевый шлем
<ThermalFoundation:armor.helmetPlatinum>, Блестящий шлем
<ThermalFoundation:armor.helmetSilver>, Серебряный шлем
<ThermalFoundation:armor.helmetTin>, Оловянный шлем
<ThermalFoundation:armor.legsBronze>, Бронзовые поножи
<ThermalFoundation:armor.legsCopper>, Медные поножи
<ThermalFoundation:armor.legsElectrum>, Электрумовые поножи
<ThermalFoundation:armor.legsInvar>, Инваровые поножи
<ThermalFoundation:armor.legsLead>, Свинцовые поножи
<ThermalFoundation:armor.legsNickel>, Никелевые поножи
<ThermalFoundation:armor.legsPlatinum>, Блестящие поножи
<ThermalFoundation:armor.legsSilver>, Серебряные поножи
<ThermalFoundation:armor.legsTin>, Оловянные поножи
<ThermalFoundation:armor.plateBronze>, Бронзовая кираса
<ThermalFoundation:armor.plateCopper>, Медная кираса
<ThermalFoundation:armor.plateElectrum>, Электрумовая кираса
<ThermalFoundation:armor.plateInvar>, Инваровая кираса
<ThermalFoundation:armor.plateLead>, Свинцовая кираса
<ThermalFoundation:armor.plateNickel>, Никелевая кираса
<ThermalFoundation:armor.platePlatinum>, Блестящая кираса
<ThermalFoundation:armor.plateSilver>, Серебряная кираса
<ThermalFoundation:armor.plateTin>, Оловянная кираса
<ThermalFoundation:bucket>, Ведро дестабилизированного красного камня
<ThermalFoundation:lexicon>, Лексикон Forge
<ThermalFoundation:material>, Измельчённое железо
<ThermalFoundation:tool.axeBronze>, Бронзовый топор
<ThermalFoundation:tool.axeCopper>, Медный топор
<ThermalFoundation:tool.axeElectrum>, Электрумовый топор
